idea_topic,segment_id,segment_text,tagged_ccp_topics
"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Honduras_2013/1477,"If in the performance of his duties a public servant infringes the law to the detriment of private individuals, he shall be civilly and jointly liable together with the State and the state institution in whose service he is working, without prejudice to the recovery action that these may institute against the servant responsible, in cases of negligence or fraud.",
"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Republic_of_Korea_1987/143,"In case a person has sustained damages by an unlawful act committed by a public official in the course of official duties, he may claim just compensation from the State or public organization as prescribed by law. In this case, the public official concerned shall not be immune from liabilities.",['illadmin']
"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Paraguay_2011/344,"No functionary or public employee is exempt from responsibility. In the cases of transgressions, misdemeanors or faults committed while in the performance of their functions, they are personally responsible, without prejudice to the subsidiary responsibility of the State, with right of the State to claim [repetir] the payment of what it were to credit [abonar] under such concept.",
"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Nicaragua_2014/505,"The State shall be financially liable in conformity with the law for the damages caused to individuals in their property, rights and interests as a consequence of actions or omissions by public officials in the exercise of their functions, except in cases of force majeure. The State shall recover the resulting losses from the officials and public employees responsible for the damage. The public officials and employees are personally responsible for the violation of the Constitution, for a lack of administrative integrity and for any other misdemeanor or fault committed in the discharge of their functions.",['illadmin']
"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Liechtenstein_2011/579,"The State, the communes and other corporations, establishments and foundations of public law are liable for damage caused to third persons by individuals acting as their bodies who in their official capacity act illegally. In the case of wilful damage or gross negligence, restitution by the responsible persons is reserved.",['illadmin']
"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Colombia_2015/325,"The state shall answer materially for the extralegal damages for which it is responsible, caused by the acts or omissions of public authorities.",
"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Bolivia_2009/742,"In the event that a sentence requires the State to repair damages and prejudices, it shall interpose the same action against the authority or public servant responsible for the act or omission that caused the damage.",
"Sanción de ley. Acción u omisión por medio de la cual el Presidente de la República brinda su conformidad a un proyecto de ley aprobado por el Congreso, sea por su disposición de no vetar o por el mero transcurso del tiempo (art. 32 No 1, art. 72).",Ecuador_2021/1064,"Once the bill has been adopted, the Assembly shall send it to the President of the Republic so that he/she can approve it or object to it on the basis of substantiated grounds. Once the bill has been approved or if there are no objections within thirty days after it was received by the President of the Republic, the law shall be enacted and it shall be published in the Official Register.",
"Sanción de ley. Acción u omisión por medio de la cual el Presidente de la República brinda su conformidad a un proyecto de ley aprobado por el Congreso, sea por su disposición de no vetar o por el mero transcurso del tiempo (art. 32 No 1, art. 72).",Tunisia_2014/459,"Draft laws, upon the request of the President of the Republic, the Head of Government, or thirty members of the Assembly of the Representatives of the People. The request shall be filed within seven days from the Assembly’s ratification of the draft law or ratification of a draft law in a modified version, after it has been returned from the President of the Republic.",['uncon']
Segunda vuelta. Es la elección adicional y eventual que dirime el cargo de Presidente de la República circunscrita entre las dos primeras mayorías relativas que no logran mayoría absoluta de sufragios válidamente emitidos.,Chad_2018/221,The election of the President of the Republic takes place by uninominal majority ballot in two (2) rounds.,
Segunda vuelta. Es la elección adicional y eventual que dirime el cargo de Presidente de la República circunscrita entre las dos primeras mayorías relativas que no logran mayoría absoluta de sufragios válidamente emitidos.,Benin_1990/140,The election of the President of the Republic shall take place with a uninominal majority ballot in two rounds.,
"Servicio de utilidad pública. Son aquellos servicios, de provisión estatal, privada o mixta, cuya interrupción podría poner en peligro la vida, seguridad o la salud de las personas en toda o parte de la población, tales como el suministro de agua, luz o gas, entre otros. Se ha entendido que dichos servicios pueden ser prestados por entidades públicas tanto como privadas. [Gamonal, 2002: 460].",Zambia_2016/3808,"“public service” means service in the Civil Service, the Teaching Service, Defence Force and National Security Service, the Zambia Correctional Service, the Zambia Police Service, Emoluments Commission, State Audit Commission, Lands Commission, Electoral Commission, Human Rights Commission, Gender Equity and Equality Commission, the Anti-Corruption Commission, Drug EnforcementCommission, theAnti-Financial and Economic Crimes Commission, the Police and Public Complaints Commission, and service as a constitutional office holder, service in other offices, as prescribed;",
"Servicio de utilidad pública. Son aquellos servicios, de provisión estatal, privada o mixta, cuya interrupción podría poner en peligro la vida, seguridad o la salud de las personas en toda o parte de la población, tales como el suministro de agua, luz o gas, entre otros. Se ha entendido que dichos servicios pueden ser prestados por entidades públicas tanto como privadas. [Gamonal, 2002: 460].",Cyprus_2013/1173,"""public service"" means any service under the Republic other than service in the army or the security forces of the Republic and includes service under the Cyprus Broadcasting Corporation, the Cyprus Inland Telecommunications Authority and the Electricity Authority of Cyprus and any other public corporate or unincorporate body created in the public interest by a law and either the funds of which are provided or guaranteed by the Republic or, if the enterprise is carried out exclusively by such body, its administration is carried out under the control of the Republic, but does not include service in an office the appointment to or the filling of which is, under this Constitution, made jointly by the President and the Vice-President of the Republic or service by workmen except those who are regularly employed in connexion with permanent works of the Republic or any such body as aforesaid.",
"Servicios públicos. Actividad prestacional de la Administración, sea ejecutada estatalmente, como por la vía de las concesiones a privados, para dar satisfacción en forma regular y continua a cierta categoría de necesidades de interés general, con sujeción a un régimen de Derecho Público.",Ecuador_2021/2188,"In State institutions and entities of private law with a majority shareholding of public resources, those performing representation, management, administrative or professional activities and other public servants shall abide by the laws regulating the public administration. Under this regime, public servants will have the right to organize themselves for the defense of their rights, for the improvement in the provision of public services, and to strike in conformity with the Constitution and the law. Provided that the State and public administration have the obligation to ensure general interest, only the private sector can have collective bargaining agreements.",['strike']
"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Philippines_1987/208,"There shall be a Commission on Appointments consisting of the President of the Senate, as ex officio Chairman, twelve Senators, and twelve Members of the House of Representatives, elected by each House on the basis of proportional representation from the political parties and parties or organizations registered under the party-list system represented therein. The Chairman of the Commission shall not vote, except in case of a tie. The Commission shall act on all appointments submitted to it within thirty session days of the Congress from their submission. The Commission shall rule by a majority vote of all the Members.",
"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Philippines_1987/589,"The Congress shall enact an organic act for each autonomous region with the assistance and participation of the regional consultative commission composed of representatives appointed by the President from a list of nominees from multisectoral bodies. The organic act shall define the basic structure of government for the region consisting of the executive department and legislative assembly, both of which shall be elective and representative of the constituent political units. The organic acts shall likewise provide for special courts with personal, family, and property law jurisdiction consistent with the provisions of this Constitution and national laws.",
"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Peoples_Republic_of_Korea_2016/241,"The Supreme People’s Assembly holds regular and extraordinary sessions. Regular sessions are convened once or twice a year by the Presidium of the Supreme People’s Assembly. Extraordinary sessions are convened when the Presidium of the Supreme People’s Assembly deems them necessary, or at the request of a minimum of one-third of the total number of deputies.",
"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",China_2018/462,"The standing committee of a local people's congress at and above the county level discusses and decides on major issues in all fields of work in its administrative area; supervises the tasks of the people's government, the supervisory committee, the people's court, and the people's procuratorate at the corresponding level; annuls inappropriate decisions and orders of the people's government at the corresponding level; annuls inappropriate resolutions of the people's congress at the next lower level; decides on the appointment and removal of functionaries of state organs within its jurisdiction as prescribed by law; and, when the people's congress at the corresponding level is not in session, recalls individual deputies to the people's congress at the next higher level and elects individual deputies to fill vacancies in that people's congress.",
"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Macedonia_2011/226,"The Representatives for the Assembly are elected for a term of four years. The mandate of Representatives is verified by the Assembly. The length of the mandate is reckoned from the constitutive meeting of the Assembly. Each newly-elected Assembly must hold a constitutive meeting 20 days at the latest after the election was held. The constitutive meeting is called by the President of the Assembly of the previous term. If a constitutive meeting is not called within the time laid down, the Representatives assemble and constitute the Assembly themselves on the twenty-first day after the completion of the elections. Elections for Representatives to the Assembly are held within the last 90 days of the term of the current Assembly, or within 60 days from the day of dissolution of the Assembly.",
"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Venezuela_2009/909,"The National Assembly shall be empowered to exercise its control function by means of the following mechanisms: parliamentary questions, investigations, questions, authorizations and parliament’s approvals as provided for in this Constitution and by law, and any other mechanism that may be established by laws and their associated Regulations. In exercising parliamentary control, the National Assembly shall have the power to make a finding of political liability on the part of public officials and call on Citizen Power to initiate the appropriate action to enforce such liability.",
"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Antigua_and_Barbuda_1981/387,"The Governor-General may summon the Houses of Parliament to meet for the purpose of subsection (2) of this section notwithstanding that Parliament stands dissolved, and the persons who were members of the Senate and the House immediately before the dissolution shall be deemed, for those purposes, still to be members of those Houses, but, subject to the provisions of sections 33 and 42 of this Constitution (which relate to the election of the President, Vice-President, the Speaker, and the Deputy Speaker) a House of Parliament shall not, when summoned by virtue of this subsection, transact any business other than debating and voting upon a resolution for the purposes of subsection (2) of this section.",
"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Lesotho_2018/1143,"A Minister or a Deputy Minister who is a member of the National Assembly shall be entitled to attend all meetings of the Senate and to take part in all proceedings thereof but he shall not be regarded as a member of, or be entitled to vote on any question before, the Senate; and a Minister or a Deputy Minister who is a Senator shall be entitled to attend all meetings of the National Assembly and to take part in all proceedings thereof but he shall not be regarded as a member of, or be entitled to vote on any question before, the National Assembly.",
"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Chile_2021/1036,The positions of parliamentarian and members of the Mixed Constitutional Convention will be compatible. The deputies and senators who attend this convention will be exempt from their obligation to attend both sessions of the House and the commission of the Congress during the period in which it remains in operation. The National Congress may incorporate organizational measures to adequate the legislative work while the Mixed Constitutional Convention is in operation.,
"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Tonga_2013/301,It shall be lawful for the Legislative Assembly to pass judgment upon its members for their acts or conduct as members of the Legislative Assembly and although all the members may not be present it shall be lawful for the Legislative Assembly to discuss and pass laws and transact business should one-half of its members be present but should there be less than one-half present the Legislative Assembly shall stand adjourned to another day and if at such adjourned meeting there should be still less than half the members present it shall be lawful for the King or the Speaker of the Assembly to command the presence of all the members and if any fail to attend on such command it shall be lawful to inflict punishment for such disobedience such punishment to be determined by the Legislative Assembly.,
"Sistema presupuestario. Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación.",East_Timor_2002/785,the budget system.,['budget']
"Sistema presupuestario. Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación.",Albania_2016/1488,The budgetary system is composed of the state budget and local budgets.,
"solicitud de informaciones. Competencia de las Comisiones permanentes, especiales e investigadoras de la Cámara de Diputados para solicitar los informes y antecedentes específicos que estimen pertinentes o que les sean requeridos a los organismos de la Administración del Estado, de acuerdo a lo preceptuado en el art. 9° LOC CN. Se efectúa a través de la Oficina de Informaciones y la Secretaría de la Cámara (véase “Comisión parlamentaria”, “Cámara de Diputados”).",Brazil_2017/1559,"Parliamentary investigative committees, which shall have the same investigative powers as judicial authorities, in addition to other powers set forth in the by-laws of their respective Chambers, shall be created by the Chamber of Deputies and the Federal Senate, either jointly or separately, upon the request of one-third of its members, to investigate certain facts for a determined period of time. If appropriate, their conclusions shall be forwarded to the Public Ministry to determine whether to pursue civil or criminal liability of the offenders.",['invexe']
"solicitud de informaciones. Competencia de las Comisiones permanentes, especiales e investigadoras de la Cámara de Diputados para solicitar los informes y antecedentes específicos que estimen pertinentes o que les sean requeridos a los organismos de la Administración del Estado, de acuerdo a lo preceptuado en el art. 9° LOC CN. Se efectúa a través de la Oficina de Informaciones y la Secretaría de la Cámara (véase “Comisión parlamentaria”, “Cámara de Diputados”).",Yemen_2015/237,"Upon a request signed by at least ten of its members, the House of Representatives may create a special committee or instruct one of its committees to investigate any issue which is contrary to public interest or to investigate the actions of any ministry, government agency, board, public/mixed corporation, or local councils. To carry out such investigations, the committee may gather proof and hold hearings by seeking testimony from any party/person it deems necessary. All executive and special authorities shall comply with any request forwarded by the above cited committee and shall put at the disposal of the said committee all relevant documentation and/or information.",
"Subsecretarios. Colaboradores inmediatos de los Ministros y funcionarios de confianza exclusiva del Presidente de la República, quienes, actuando como jefes superiores de la respectiva subsecretaría del Ministerio que corresponda, les coompete “coordinar la acción de los órganos y servicios públicos del sector, actuar como ministros de fe, ejercer la administración interna del Ministerio y cumplir las demás funciones que les señale la ley” (art. 24 LOC BGAE).",Austria_2013/1163,"State Secretaries, who are appointed and leave office in the same way as Federal Ministers, can be attached to Federal Ministers for assistance in the conduct of business and to deputize for them in Parliament. The Federal Chancellor may let his business in the National Council and in the Federal Council in accord with the vice chancellor being entrusted to head a Federal Ministry be taken care of by a state secretary attached to him. The vice chancellor, being entrusted to head a Federal Ministry may let his business in the National Council and in the Federal Council be taken care of by a state secretary attached to him, in consent with the Federal Chancellor.",
"Subsecretarios. Colaboradores inmediatos de los Ministros y funcionarios de confianza exclusiva del Presidente de la República, quienes, actuando como jefes superiores de la respectiva subsecretaría del Ministerio que corresponda, les coompete “coordinar la acción de los órganos y servicios públicos del sector, actuar como ministros de fe, ejercer la administración interna del Ministerio y cumplir las demás funciones que les señale la ley” (art. 24 LOC BGAE).",Greece_2008/847,"The members of the Cabinet and the Undersecretaries shall be collectively responsible for general Government policy, and each of them severally for the actions or omissions within his powers, according to the provisions of statutes on the liability of Ministers. A written or oral order of the President of the Republic may in no case whatsoever relieve Ministers and Undersecretaries of their liability.",
"Subsecretarios. Colaboradores inmediatos de los Ministros y funcionarios de confianza exclusiva del Presidente de la República, quienes, actuando como jefes superiores de la respectiva subsecretaría del Ministerio que corresponda, les coompete “coordinar la acción de los órganos y servicios públicos del sector, actuar como ministros de fe, ejercer la administración interna del Ministerio y cumplir las demás funciones que les señale la ley” (art. 24 LOC BGAE).",Sri_Lanka_2015/720,"Any Minister of the Cabinet of Ministers may, by Notification published in the Gazette, delegate to any Minister who is not a member of the Cabinet of Ministers, any power or duty pertaining to any subject or function assigned to such cabinet Minister, or any power or duty conferred or imposed on him by any written law, and it shall be lawful for such other Minister to exercise and perform any power or duty delegated notwithstanding anything to the contrary in the written law by which that power or duty is conferred or imposed on such Minister of the Cabinet of Ministers.",
"Texto refundido sistematizado y coordinado de leyes. Véase “Decreto con fuerza de ley” [Acto normativo dictado por el Presidente de la República, previa delegación del Congreso Nacional sobre materias expresamente autorizadas en la Constitución, en cuyo texto se contienen normas con fuerza y rango de ley. La autorización debe ser aprobada por la mayoría relativa de ambas Cámaras y su vigencia no puede ser superior a un año.].",El_Salvador_2014/633,"When a bill of law is returned because the President of the Republic considers it to be unconstitutional and the Legislative Organ ratifies it in the manner established in the preceding article, the President of the Republic shall present it to the Supreme Court of Justice within three business days, so that the latter may, after hearing the arguments of both sides, decide whether it is or is not constitutional, within fifteen business days at the latest. If the Court decides that the bill is constitutional, the President of the Republic shall be obligated to sanction it and to order its publication as law.",
"Texto refundido sistematizado y coordinado de leyes. Véase “Decreto con fuerza de ley” [Acto normativo dictado por el Presidente de la República, previa delegación del Congreso Nacional sobre materias expresamente autorizadas en la Constitución, en cuyo texto se contienen normas con fuerza y rango de ley. La autorización debe ser aprobada por la mayoría relativa de ambas Cámaras y su vigencia no puede ser superior a un año.].",Spain_2011/572,"Within two months after receiving the text, the Senate may, by a message stating the reasons for it, adopt a veto or approve amendments thereto. The veto must be adopted by overall majority. The bill may not be submitted to the King for assent unless, in the event of veto, the Congress has ratified the initial text by overall majority or by single majority if two months have elapsed since its introduction, or has reached a decision as to the amendments, accepting them or not by single majority.",
"Texto refundido sistematizado y coordinado de leyes. Véase “Decreto con fuerza de ley” [Acto normativo dictado por el Presidente de la República, previa delegación del Congreso Nacional sobre materias expresamente autorizadas en la Constitución, en cuyo texto se contienen normas con fuerza y rango de ley. La autorización debe ser aprobada por la mayoría relativa de ambas Cámaras y su vigencia no puede ser superior a un año.].",Venezuela_2009/890,"The President of the Republic must proceed to promulgate the law within five days of receipt, without the possibility of new objections. When the President of the Republic considers that the law or any of its articles is unconstitutional, he shall be required to request a ruling from the Constitutional Division of the Supreme Tribunal of Justice, within the ten day period allowed the President for promulgating the law. The Supreme Tribunal of Justice shall reach a decision within 15 days of receipt of the communication from the President of the Republic. If the Tribunal declines to rule the provisions referred to it unconstitutional or fails to reach a decision within the aforementioned period, the President of the Republic must promulgate the law within five days of the Tribunal’s decision or the expiration of such term.",
"Texto refundido sistematizado y coordinado de leyes. Véase “Decreto con fuerza de ley” [Acto normativo dictado por el Presidente de la República, previa delegación del Congreso Nacional sobre materias expresamente autorizadas en la Constitución, en cuyo texto se contienen normas con fuerza y rango de ley. La autorización debe ser aprobada por la mayoría relativa de ambas Cámaras y su vigencia no puede ser superior a un año.].",Lebanon_2004/191,"After informing the Council of Ministers, the President of the Republic has the right to request a reconsideration of the law, once during the time limit for its promulgation. His request may not be refused. When the President uses this right, [he] shall not be required to promulgate the law, until it is approved by the Chamber, after another discussion related to it, and passing it by the absolute majority of the total members constituting the Chamber legally.",
"Texto refundido sistematizado y coordinado de leyes. Véase “Decreto con fuerza de ley” [Acto normativo dictado por el Presidente de la República, previa delegación del Congreso Nacional sobre materias expresamente autorizadas en la Constitución, en cuyo texto se contienen normas con fuerza y rango de ley. La autorización debe ser aprobada por la mayoría relativa de ambas Cámaras y su vigencia no puede ser superior a un año.].",Belarus_2004/432,"If the President does not agree with the text of the bill, he shall return it together with his objections to the House of Representatives, which shall consider it with the President's objections within thirty days. If the bill has been adopted by the House of Representatives by no less than two-thirds of its full composition, it together with the President's objections and within five days shall be submitted to the Council of the Republic, which shall consider it for a second hearing within twenty days. The bill shall be deemed to have been approved if no less than two-thirds of the full composition of the Council of the Republic has voted for it. The bill, after the House of Representatives and the Council of the Republic have overrun the President's objections, shall be signed by the President within five days. The bill shall become a law even if it is not signed by the President within the assigned time.",
"Texto refundido sistematizado y coordinado de leyes. Véase “Decreto con fuerza de ley” [Acto normativo dictado por el Presidente de la República, previa delegación del Congreso Nacional sobre materias expresamente autorizadas en la Constitución, en cuyo texto se contienen normas con fuerza y rango de ley. La autorización debe ser aprobada por la mayoría relativa de ambas Cámaras y su vigencia no puede ser superior a un año.].",Paraguay_2011/1333,"[Once] the amendment is approved by both Chambers of the Congress, the text will be remitted to the Superior Tribunal of Electoral Justice to convoke a referendum, within a time period of one-hundred and eighty days. If the result of this [referendum] is affirmative, the amendment will be sanctioned and promulgated, incorporating itself into the constitutional text.",['referen']
"Texto refundido sistematizado y coordinado de leyes. Véase “Decreto con fuerza de ley” [Acto normativo dictado por el Presidente de la República, previa delegación del Congreso Nacional sobre materias expresamente autorizadas en la Constitución, en cuyo texto se contienen normas con fuerza y rango de ley. La autorización debe ser aprobada por la mayoría relativa de ambas Cámaras y su vigencia no puede ser superior a un año.].",Mexico_2015/1003,"A bill forwarded to the President of the Republic which is not returned by him with his objections to the House where it was originated within 30 calendar days of the receipt, shall be deemed approved. After such term, the President of the Republic shall pass and publish the law or decree in the following 10 calendar days. After this second term, the law or decree shall be deemed enacted; then, in the following 10 calendar days, the President of the House, where the bill was originated, shall order publication of the law or decree in the Official Gazette of the Federation, without requiring endorsement. These deadlines shall not be suspended if the Congress closes or adjourns its sessions. In this case, the President of the Republic shall return the bill to the Permanent Committee.","['stdcom', 'legapp']"
"Tiempo de guerra. La ley “entiende que hay estado deguerra, o que es tiempo de guerra, no sólo cuando ha sido declarada oficialmente la guerra o el estado de sitio, en conformidad a la Constitución y a la LOC No 18.415, sino también cuando de hecho existiere la guerra o se hubiere decretado la movilización de tropas para la misma, aunque no se haya hecho su declaración oficial.” (Art. 418 CJM, véase “Guerra”, “Declaración de guerra”).",Macedonia_2011/471,"A state of war exists when direct danger of military attack on the Republic is impending, or when the Republic is attacked, or war is declared on it. A state of war is declared by the Assembly by a two-thirds majority vote of the total number of Representatives of the Assembly, on the proposal of the President of the Republic, the Government or at least 30 Representatives. If the Assembly cannot meet, the decision on the declaration of a state of war is made by the President of the Republic who submits it to the Assembly for confirmation as soon as it can meet.",
"Tiempo de guerra. La ley “entiende que hay estado deguerra, o que es tiempo de guerra, no sólo cuando ha sido declarada oficialmente la guerra o el estado de sitio, en conformidad a la Constitución y a la LOC No 18.415, sino también cuando de hecho existiere la guerra o se hubiere decretado la movilización de tropas para la misma, aunque no se haya hecho su declaración oficial.” (Art. 418 CJM, véase “Guerra”, “Declaración de guerra”).",Sudan_2019/120,"Declare war based on a recommendation from the Security and Defense Council, which consists of the Sovereignty Council, the Prime Minister, the Minister of Defense, the Minister of Interior, the Minister of Foreign Affairs, the Minister of Justice, the Minister of Finance, the General Commander of the Armed Forces, the Prosecutor-General and the Director-General of the General Intelligence Service, provided that [the declaration of war] is ratified by the Transitional Legislative Council within fifteen days from the date of the declaration. If the Transitional Legislative Council is not in session, an emergency session shall be convened;","['hosstaff', 'war']"
Titularidad. La titularidad de derechos fundamentales corresponde a la condición jurídica de ser sujeto activo o beneficiario actual de algún derecho o libertad fundamental consagrada en la Constitución y/o en alguno de los tratados internacionales ratificados por Chile y que se encuentren vigentes.,Chile_2021/18,"The exercise of sovereignty recognized the respect towards the essential rights that emanate from human nature as a limit. It is the duty of the State’s bodies to respect and promote those rights, guaranteed by this Constitution, as well as by international treaties which have been ratified by Chile and that are in force.",['intlaw']
"Torcida administración de justicia. Véase “Responsabilidad personal de los jueces” [La Constitución establece una regla especial en virtud de la cual los jueces son responsables personalmente “por los delitos de cohecho, falta de observancia en materia sustancial de las leyes que reglan el procedimiento, denegación y torcida administración de justicia y, en general, de toda prevaricación en que incurran en el desempeño de sus funciones” (art. 79).].",Turkey_2017/802,"The qualifications, appointment, rights and duties, salaries and allowances of judges and public prosecutors, their promotion, temporary or permanent change in their posts or place of duties, the initiation of disciplinary proceedings against them and the imposition of disciplinary penalties, the conduct of investigation concerning them and the subsequent decision to prosecute them on account of offences committed in connection with, or in the course of, their duties, the conviction for offences or instances of incompetence requiring their dismissal from the profession, their in-service training, and other matters relating to their personnel status shall be regulated by law in accordance with the principles of the independence of the courts and the security of tenure of judges.",
"Torcida administración de justicia. Véase “Responsabilidad personal de los jueces” [La Constitución establece una regla especial en virtud de la cual los jueces son responsables personalmente “por los delitos de cohecho, falta de observancia en materia sustancial de las leyes que reglan el procedimiento, denegación y torcida administración de justicia y, en general, de toda prevaricación en que incurran en el desempeño de sus funciones” (art. 79).].",Turkey_2017/916,"Supervision of judges and public prosecutors with regard to the performance of their duties in accordance with laws and other legislations (administrative circulars, in the case of judges); investigation into whether they have committed offences in connection with, or in the course of their duties, whether their behaviour and conduct are in conformity with requirement of their status and duties and if necessary, inquiries and investigations concerning them shall be carried out by the Council’s inspectors, upon the proposal of the related chambers and with the permission of the President of the High Council of Judges and Prosecutors. The inquiries and investigations may also be carried out by a judge or public prosecutor who is senior to the judge or public prosecutor to be investigated.",['jrem']
"Torcida administración de justicia. Véase “Responsabilidad personal de los jueces” [La Constitución establece una regla especial en virtud de la cual los jueces son responsables personalmente “por los delitos de cohecho, falta de observancia en materia sustancial de las leyes que reglan el procedimiento, denegación y torcida administración de justicia y, en general, de toda prevaricación en que incurran en el desempeño de sus funciones” (art. 79).].",Macedonia_2011/383,"Judiciary power is exercised by courts. Courts are autonomous and independent. Courts judge on the basis of the Constitution and laws and international agreements ratified in accordance with the Constitution. There is one form of organization for the judiciary. Emergency courts are prohibited. The types of courts, their spheres of competence, their establishment, abrogation, organization and composition, as well as the procedure they follow are regulated by a law adopted by a majority vote of two-thirds of the total number of Representatives.",
