comparison_topic_key,comparison_topic_text,segment_id,segment_text,tagged_ccp_topics
397,"Provincia. Unidad territorial en que se dividen las regiones, considerando factores geográficos, poblacionales y económicos (DL No 1230 de 1979), para efectos de gobierno y administración interior del Estado y fortalecimiento de la regionalización del país y la descentralización administrativa (véase “Región”; “Regionalización”, “Descentralización”).",Madagascar_2010/759,"The Decentralized Territorial Collectivities of the Republic are the Communes, the Regions and the Provinces.",
397,"Provincia. Unidad territorial en que se dividen las regiones, considerando factores geográficos, poblacionales y económicos (DL No 1230 de 1979), para efectos de gobierno y administración interior del Estado y fortalecimiento de la regionalización del país y la descentralización administrativa (véase “Región”; “Regionalización”, “Descentralización”).",Bolivia_2009/1937,"The region is composed of various municipalities or provinces that have geographic continuity, which cross the borders of departments that share culture, language, history, economy and ecosystems in each department. The region shall constitute an area of planning and management. In exceptional cases, a region can be formed by a single province, which by itself has the characteristics that define a region. Metropolitan regions can be formed in the suburbs that are larger than 500,000 inhabitants.",
397,"Provincia. Unidad territorial en que se dividen las regiones, considerando factores geográficos, poblacionales y económicos (DL No 1230 de 1979), para efectos de gobierno y administración interior del Estado y fortalecimiento de la regionalización del país y la descentralización administrativa (véase “Región”; “Regionalización”, “Descentralización”).",Peru_2021/977,"Decentralization is a form of democratic organization and a mandatory, continued policy of the State, whose essential purpose is the comprehensive development of the country. The decentralization process is carried out in stages, in a progressive and orderly manner, following criteria that permit the proper distribution of jurisdictions and transfer of resources from the national government to local and regional governments.",
397,"Provincia. Unidad territorial en que se dividen las regiones, considerando factores geográficos, poblacionales y económicos (DL No 1230 de 1979), para efectos de gobierno y administración interior del Estado y fortalecimiento de la regionalización del país y la descentralización administrativa (véase “Región”; “Regionalización”, “Descentralización”).",Surinam_1992/946,The partitioning of the Territory into districts and of districts into departments shall be regulated by law. The following criteria shall apply for the partitioning in districts and departments: o the concentration of the population; o the potential for development; o the feasibility of administering the territory; o the availability of infrastructure; o the location of the center of administration.,['sub']
407,"Región. Unidad en que se divide el territorio, como espacio geográfico y político esencial para efectos de gobierno y administración interior del Estado y fortalecimiento de la regionalización del país y la descentralización administrativa (véase “Regionalización”, “Descentralización”).",Chile_2021/884,"For the government and internal administration of the State, the territory of the Republic is divided into regions and these into provinces. For the purposes of the local administration, the provinces will be divided into municipalities.",
408,"Regionalización. Es el proceso político continuo que impulsa una modalidad de descentralización al interior del Estado unitario, basada en macro-territorios denominados regiones.",Venezuela_2009/49,"The political division of the territory shall be regulated by an organic law which shall guarantee municipal autonomy and administrative/political decentralization. Such law may provide for the creation of federal territorial in certain areas within the States, the taking effect of which shall be subject to the holding of a referendum to approve the same in the organ concerned. By special law, a federal territory may be given the status of a State; being allocated part or all of the territorial area concerned.",
408,"Regionalización. Es el proceso político continuo que impulsa una modalidad de descentralización al interior del Estado unitario, basada en macro-territorios denominados regiones.",Peru_2021/977,"Decentralization is a form of democratic organization and a mandatory, continued policy of the State, whose essential purpose is the comprehensive development of the country. The decentralization process is carried out in stages, in a progressive and orderly manner, following criteria that permit the proper distribution of jurisdictions and transfer of resources from the national government to local and regional governments.",
412,"Rentas públicas. Véase “Sistema presupuestario” [Conjunto de principios y reglas que rigen la preparación, aprobación, ejecución y control del presupuesto de la Nación.].",Angola_2010/862,"The state shall define the rules for drawing up, presenting, approving, executing, overseeing and controlling the State Budget.",
415,"República. Es una forma de organización del Estado, que se opone a la monarquía, y en virtud de la cual las principales autoridades políticas son representantes populares y que rinden cuenta a sus ciudadanos.",Equatorial_Guinea_2012/255,"The President of the Republic is the Head of State, he exercises the Executive Power as Head of Government. He incarnates national unity, defines the policy of the Nation, sees to the respect of the Fundamental Law, assures by his arbitration the functioning of public powers, represents the Nation, and is the guarantor of National Independence. He is elected by universal, direct, and secret suffrage by the simple majority of the votes validly emitted.","['voteun', 'freeelec', 'execnum', 'hoselect']"
415,"República. Es una forma de organización del Estado, que se opone a la monarquía, y en virtud de la cual las principales autoridades políticas son representantes populares y que rinden cuenta a sus ciudadanos.",Moldova_2016/14,The form of government of the State is the republic.,
415,"República. Es una forma de organización del Estado, que se opone a la monarquía, y en virtud de la cual las principales autoridades políticas son representantes populares y que rinden cuenta a sus ciudadanos.",Central_African_Republic_2016/117,The form of the State is the Republic.,['system']
415,"República. Es una forma de organización del Estado, que se opone a la monarquía, y en virtud de la cual las principales autoridades políticas son representantes populares y que rinden cuenta a sus ciudadanos.",Cyprus_2013/1827,Republic.,
419,"Reserva de ley. Véase “Reservas normativas” [Distribución o reparto de competencias que identifica en la Constitución el tipo de norma que, expresa o deductivamente, debe regular una materia específica.].",Zambia_2016/3892,deals with a specific subject-matter or general matter that would require to be legislated on in order to give effect to the Constitution; or,
420,"Reservas normativas. Distribución o reparto de competencias que identifica en la Constitución el tipo de norma que, expresa o deductivamente, debe regular una materia específica.",Zambia_2016/3892,deals with a specific subject-matter or general matter that would require to be legislated on in order to give effect to the Constitution; or,
422,"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Turkey_2017/219,Damages incurred to any person through unlawful treatment by public officials shall be compensated for by the State as per the law. The state reserves the right of recourse to the official responsible.,
422,"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Honduras_2013/1477,"If in the performance of his duties a public servant infringes the law to the detriment of private individuals, he shall be civilly and jointly liable together with the State and the state institution in whose service he is working, without prejudice to the recovery action that these may institute against the servant responsible, in cases of negligence or fraud.",
422,"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Republic_of_Korea_1987/143,"In case a person has sustained damages by an unlawful act committed by a public official in the course of official duties, he may claim just compensation from the State or public organization as prescribed by law. In this case, the public official concerned shall not be immune from liabilities.",['illadmin']
422,"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Paraguay_2011/344,"No functionary or public employee is exempt from responsibility. In the cases of transgressions, misdemeanors or faults committed while in the performance of their functions, they are personally responsible, without prejudice to the subsidiary responsibility of the State, with right of the State to claim [repetir] the payment of what it were to credit [abonar] under such concept.",
422,"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Nicaragua_2014/505,"The State shall be financially liable in conformity with the law for the damages caused to individuals in their property, rights and interests as a consequence of actions or omissions by public officials in the exercise of their functions, except in cases of force majeure. The State shall recover the resulting losses from the officials and public employees responsible for the damage. The public officials and employees are personally responsible for the violation of the Constitution, for a lack of administrative integrity and for any other misdemeanor or fault committed in the discharge of their functions.",['illadmin']
422,"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Liechtenstein_2011/579,"The State, the communes and other corporations, establishments and foundations of public law are liable for damage caused to third persons by individuals acting as their bodies who in their official capacity act illegally. In the case of wilful damage or gross negligence, restitution by the responsible persons is reserved.",['illadmin']
422,"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Colombia_2015/325,"The state shall answer materially for the extralegal damages for which it is responsible, caused by the acts or omissions of public authorities.",
422,"Responsabilidad del estado. Obligación del Estado de reparar patrimonialmente los daños ocasionados por la conducta irregular de los órganos públicos o por el anormal funcionamiento de los servicios públicos, cuando generen lesión en particulares imputable a tales actos.",Bolivia_2009/742,"In the event that a sentence requires the State to repair damages and prejudices, it shall interpose the same action against the authority or public servant responsible for the act or omission that caused the damage.",
429,"Sanción de ley. Acción u omisión por medio de la cual el Presidente de la República brinda su conformidad a un proyecto de ley aprobado por el Congreso, sea por su disposición de no vetar o por el mero transcurso del tiempo (art. 32 No 1, art. 72).",Ecuador_2021/1064,"Once the bill has been adopted, the Assembly shall send it to the President of the Republic so that he/she can approve it or object to it on the basis of substantiated grounds. Once the bill has been approved or if there are no objections within thirty days after it was received by the President of the Republic, the law shall be enacted and it shall be published in the Official Register.",
429,"Sanción de ley. Acción u omisión por medio de la cual el Presidente de la República brinda su conformidad a un proyecto de ley aprobado por el Congreso, sea por su disposición de no vetar o por el mero transcurso del tiempo (art. 32 No 1, art. 72).",Tunisia_2014/459,"Draft laws, upon the request of the President of the Republic, the Head of Government, or thirty members of the Assembly of the Representatives of the People. The request shall be filed within seven days from the Assembly’s ratification of the draft law or ratification of a draft law in a modified version, after it has been returned from the President of the Republic.",['uncon']
434,Segunda vuelta. Es la elección adicional y eventual que dirime el cargo de Presidente de la República circunscrita entre las dos primeras mayorías relativas que no logran mayoría absoluta de sufragios válidamente emitidos.,Chad_2018/221,The election of the President of the Republic takes place by uninominal majority ballot in two (2) rounds.,
434,Segunda vuelta. Es la elección adicional y eventual que dirime el cargo de Presidente de la República circunscrita entre las dos primeras mayorías relativas que no logran mayoría absoluta de sufragios válidamente emitidos.,Benin_1990/140,The election of the President of the Republic shall take place with a uninominal majority ballot in two rounds.,
442,"Servicio de utilidad pública. Son aquellos servicios, de provisión estatal, privada o mixta, cuya interrupción podría poner en peligro la vida, seguridad o la salud de las personas en toda o parte de la población, tales como el suministro de agua, luz o gas, entre otros. Se ha entendido que dichos servicios pueden ser prestados por entidades públicas tanto como privadas. [Gamonal, 2002: 460].",Zambia_2016/3808,"“public service” means service in the Civil Service, the Teaching Service, Defence Force and National Security Service, the Zambia Correctional Service, the Zambia Police Service, Emoluments Commission, State Audit Commission, Lands Commission, Electoral Commission, Human Rights Commission, Gender Equity and Equality Commission, the Anti-Corruption Commission, Drug EnforcementCommission, theAnti-Financial and Economic Crimes Commission, the Police and Public Complaints Commission, and service as a constitutional office holder, service in other offices, as prescribed;",
442,"Servicio de utilidad pública. Son aquellos servicios, de provisión estatal, privada o mixta, cuya interrupción podría poner en peligro la vida, seguridad o la salud de las personas en toda o parte de la población, tales como el suministro de agua, luz o gas, entre otros. Se ha entendido que dichos servicios pueden ser prestados por entidades públicas tanto como privadas. [Gamonal, 2002: 460].",Cyprus_2013/1173,"""public service"" means any service under the Republic other than service in the army or the security forces of the Republic and includes service under the Cyprus Broadcasting Corporation, the Cyprus Inland Telecommunications Authority and the Electricity Authority of Cyprus and any other public corporate or unincorporate body created in the public interest by a law and either the funds of which are provided or guaranteed by the Republic or, if the enterprise is carried out exclusively by such body, its administration is carried out under the control of the Republic, but does not include service in an office the appointment to or the filling of which is, under this Constitution, made jointly by the President and the Vice-President of the Republic or service by workmen except those who are regularly employed in connexion with permanent works of the Republic or any such body as aforesaid.",
444,"Servicios públicos. Actividad prestacional de la Administración, sea ejecutada estatalmente, como por la vía de las concesiones a privados, para dar satisfacción en forma regular y continua a cierta categoría de necesidades de interés general, con sujeción a un régimen de Derecho Público.",Ecuador_2021/2188,"In State institutions and entities of private law with a majority shareholding of public resources, those performing representation, management, administrative or professional activities and other public servants shall abide by the laws regulating the public administration. Under this regime, public servants will have the right to organize themselves for the defense of their rights, for the improvement in the provision of public services, and to strike in conformity with the Constitution and the law. Provided that the State and public administration have the obligation to ensure general interest, only the private sector can have collective bargaining agreements.",['strike']
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Philippines_1987/208,"There shall be a Commission on Appointments consisting of the President of the Senate, as ex officio Chairman, twelve Senators, and twelve Members of the House of Representatives, elected by each House on the basis of proportional representation from the political parties and parties or organizations registered under the party-list system represented therein. The Chairman of the Commission shall not vote, except in case of a tie. The Commission shall act on all appointments submitted to it within thirty session days of the Congress from their submission. The Commission shall rule by a majority vote of all the Members.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Philippines_1987/589,"The Congress shall enact an organic act for each autonomous region with the assistance and participation of the regional consultative commission composed of representatives appointed by the President from a list of nominees from multisectoral bodies. The organic act shall define the basic structure of government for the region consisting of the executive department and legislative assembly, both of which shall be elective and representative of the constituent political units. The organic acts shall likewise provide for special courts with personal, family, and property law jurisdiction consistent with the provisions of this Constitution and national laws.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Peoples_Republic_of_Korea_2016/241,"The Supreme People’s Assembly holds regular and extraordinary sessions. Regular sessions are convened once or twice a year by the Presidium of the Supreme People’s Assembly. Extraordinary sessions are convened when the Presidium of the Supreme People’s Assembly deems them necessary, or at the request of a minimum of one-third of the total number of deputies.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",China_2018/462,"The standing committee of a local people's congress at and above the county level discusses and decides on major issues in all fields of work in its administrative area; supervises the tasks of the people's government, the supervisory committee, the people's court, and the people's procuratorate at the corresponding level; annuls inappropriate decisions and orders of the people's government at the corresponding level; annuls inappropriate resolutions of the people's congress at the next lower level; decides on the appointment and removal of functionaries of state organs within its jurisdiction as prescribed by law; and, when the people's congress at the corresponding level is not in session, recalls individual deputies to the people's congress at the next higher level and elects individual deputies to fill vacancies in that people's congress.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Macedonia_2011/226,"The Representatives for the Assembly are elected for a term of four years. The mandate of Representatives is verified by the Assembly. The length of the mandate is reckoned from the constitutive meeting of the Assembly. Each newly-elected Assembly must hold a constitutive meeting 20 days at the latest after the election was held. The constitutive meeting is called by the President of the Assembly of the previous term. If a constitutive meeting is not called within the time laid down, the Representatives assemble and constitute the Assembly themselves on the twenty-first day after the completion of the elections. Elections for Representatives to the Assembly are held within the last 90 days of the term of the current Assembly, or within 60 days from the day of dissolution of the Assembly.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Venezuela_2009/909,"The National Assembly shall be empowered to exercise its control function by means of the following mechanisms: parliamentary questions, investigations, questions, authorizations and parliament’s approvals as provided for in this Constitution and by law, and any other mechanism that may be established by laws and their associated Regulations. In exercising parliamentary control, the National Assembly shall have the power to make a finding of political liability on the part of public officials and call on Citizen Power to initiate the appropriate action to enforce such liability.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Antigua_and_Barbuda_1981/387,"The Governor-General may summon the Houses of Parliament to meet for the purpose of subsection (2) of this section notwithstanding that Parliament stands dissolved, and the persons who were members of the Senate and the House immediately before the dissolution shall be deemed, for those purposes, still to be members of those Houses, but, subject to the provisions of sections 33 and 42 of this Constitution (which relate to the election of the President, Vice-President, the Speaker, and the Deputy Speaker) a House of Parliament shall not, when summoned by virtue of this subsection, transact any business other than debating and voting upon a resolution for the purposes of subsection (2) of this section.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Lesotho_2018/1143,"A Minister or a Deputy Minister who is a member of the National Assembly shall be entitled to attend all meetings of the Senate and to take part in all proceedings thereof but he shall not be regarded as a member of, or be entitled to vote on any question before, the Senate; and a Minister or a Deputy Minister who is a Senator shall be entitled to attend all meetings of the National Assembly and to take part in all proceedings thereof but he shall not be regarded as a member of, or be entitled to vote on any question before, the National Assembly.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Chile_2021/1036,The positions of parliamentarian and members of the Mixed Constitutional Convention will be compatible. The deputies and senators who attend this convention will be exempt from their obligation to attend both sessions of the House and the commission of the Congress during the period in which it remains in operation. The National Congress may incorporate organizational measures to adequate the legislative work while the Mixed Constitutional Convention is in operation.,
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Tonga_2013/301,It shall be lawful for the Legislative Assembly to pass judgment upon its members for their acts or conduct as members of the Legislative Assembly and although all the members may not be present it shall be lawful for the Legislative Assembly to discuss and pass laws and transact business should one-half of its members be present but should there be less than one-half present the Legislative Assembly shall stand adjourned to another day and if at such adjourned meeting there should be still less than half the members present it shall be lawful for the King or the Speaker of the Assembly to command the presence of all the members and if any fail to attend on such command it shall be lawful to inflict punishment for such disobedience such punishment to be determined by the Legislative Assembly.,
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Finland_2011/125,"The Speaker, the Deputy Speakers and the chairpersons of parliamentary Committees form the Speaker's Council. The Speaker's Council issues instructions on the organisation of parliamentary work and decides, as specifically provided in this Constitution or in the Parliament's Rules of Procedure, on the procedures to be followed in the consideration of matters in the Parliament. The Speaker's Council may put forward initiatives for the enactment or amendment of Acts governing parliamentary officials or the Parliament's Rules of Procedure, as well as proposals for other provisions governing the work of the Parliament.",['stdcom']
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Nigeria_2011/820,"Every member of the Senate or the House of Representatives shall, before taking his seat, declare his assets and liabilities as prescribed in this Constitution and subsequently take and subscribe the Oath of Allegiance and the oath of membership as prescribed in the Seventh Schedule to this Constitution before the President of the Senate or, as the case may be, the Speaker of the House of Representatives, but a member may before taking the oaths take part in the election of a President and a Deputy President of the Senate, as the case may be, or a Speaker and a Deputy Speaker of the House of Representatives.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Bahrain_2017/396,"For a meeting of both the Consultative Council or the Chamber of Deputies to be valid, a quorum of more than half the members of each chamber must be present. Decisions shall be taken on an absolute majority of members present, except in cases where a special majority is stipulated. In the event of a tied vote, the matter shall be decided in favor of the side that includes the President of the chamber. If the voting relates to the Constitution, voting shall be conducted by calling upon members by name.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",United_States_of_America_1992/109,"The Congress, whenever two thirds of both Houses shall deem it necessary, shall propose Amendments to this Constitution, or, on the Application of the Legislatures of two thirds of the several States, shall call a Convention for proposing Amendments, which, in either Case, shall be valid to all Intents and Purposes, as Part of this Constitution, when ratified by the Legislatures of three fourths of the several States, or by Conventions in three fourths thereof, as the one or the other Mode of Ratification may be proposed by the Congress; Provided that no Amendment which may be made prior to the Year One thousand eight hundred and eight shall in any Manner affect the first and fourth Clauses in the Ninth Section of the first Article; and that no State, without its Consent, shall be deprived of its equal Suffrage in the Senate.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Micronesia_1990/139,"The Congress consists of one member elected at large from each state on the basis of state equality, and additional members elected from congressional districts in each state apportioned by population. Members elected on the basis of state equality serve for a 4year term, and all other members for 2 years. Each member has one vote, except on the final reading of bills. Congressional elections are held biennially as provided by statute.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Kazakhstan_2017/540,"Session of Parliament, as a rule, shall be opened by the President of the Republic and closed at joint sessions of the Senate and Majilis. In the period between Parliament’s sessions, the President of the Republic of Kazakhstan may call an extraordinary session of the Parliament on his own initiative, at the suggestion of the chairpersons of the Chambers or no less than one-thirds from the total number of the deputies of the Parliament. Only the issues that were the reason for convocation shall be reviewed at this session.",['exsess']
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Guatemala_1993/652,"The annual period of sessions of the Congress is initiated the fourteenth of January of each year without [the] necessity of convocation. The Congress will meet in ordinary sessions from the fourteenth of January to the fifteenth of May and from the first of August to the thirtieth of November of each year. It will meet in extraordinary sessions when it is convoked by the Permanent Commission or by the Executive Organ to take cognizance of the matters that motivated the convocation. It can take cognizance of other matters with the favorable vote of the absolute majority of the total of the Deputies that integrate it. Twenty-five percent of the Deputies or more have the right to request of the Permanent Commission the convocation of the Congress for sufficient reasons of necessity or [of] public convenience. If it is requested by at least half plus one of the total [number] of Deputies, the Permanent Commission shall proceed immediately to the convocation.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Paraguay_2011/741,"Both Chambers of the Congress will meet annually in ordinary sessions, from the first of July of each year to the next 30 of June with a time period of recess from the twenty-first of December to the first of March, [the] date at which they will rendered their report to the President of the Republic. Both Chambers will be convoked to extraordinary sessions or will extend their sessions by the decision of one-fourth of the members of either of them; by resolution of two- thirds of the members [integrantes] of the Permanent Commission of the Congress, or by decree of the Executive Power. The President of the Congress or that of the Permanent Commission must convoke them in the peremptory time [término] of forty-eight hours.",
445,"Sesiones parlamentarias. Cada una de las reuniones que celebran el Senado, la Cámara de Diputados o el Congreso Pleno (art. 6, inc. final, LOC CN, véase “Cámara de Diputados”, “Senado”, “Congreso Nacional”). El quórum necesario para que sesione cada Cámara es de un tercio de los diputados o senadores en ejercicio (art. 56). La primera sesión de cada período legislativo será la siguiente a la sesión de instalación. (Art. 5 inc. 6°, LOC CN)",Grenada_1992/367,"The Governor-General may summon the Houses of Parliament to meet for the purposes of subsection (2) of this section notwithstanding that Parliament then stands dissolved, and the persons who were members of the Senate and the House of Representatives immediately before the dissolution shall be deemed, for those purposes, still to be members of those Houses but, subject to the provisions of sections 28(3) and 34(4) of this Constitution (which relate to the election of the President of the Senate and the Speaker of the House of Representatives), a House of Parliament shall not, when summoned by virtue of this subsection, transact any business other than debating and voting upon a resolution for the purposes of subsection (2) of this section.",
